name,parseDate,price,url
Сиалис 20 мг № 2 табл,2023-03-27,15 207,https://europharma.kz/sialis-20-mg-no-2-tabl
Тромбопол 150мг № 30 табл покр кишечнораст оболочкой,2023-03-27,608,https://europharma.kz/trombopol-150mg-no-30-tabl-pokr-kishechnorast-obolochkoy
Инсти со вкусом лимона № 5 пакетики,2023-03-27,729,https://europharma.kz/insti-so-vkusom-limona-no-5-paketiki
АЦЦ Хот Дринк 3 гр № 6 пакетики,2023-03-27,2 739,https://europharma.kz/atsts-khot-drink-3-gr-no-6-paketiki
Циннаризин 25 мг № 50 табл,2023-03-27,320,https://europharma.kz/tsinnarizin-25-mg-no-50-tabl
Нимесулид 100 мг № 20 табл,2023-03-27,620,https://europharma.kz/nimesulid-100-mg-no-20-tabl
"Карвидил 12,5 мг, № 28, табл.",2023-03-27,3 532,https://europharma.kz/karvidil-125-mg-no-28-tabl
Диклоберл N 75  3 мл № 5 амп,2023-03-27,2 057,https://europharma.kz/dikloberl-n-75-3-ml-no-5-amp
Випросал В д/наруж применения 30 г мазь,2023-03-27,2 549,https://europharma.kz/viprosal-v-dnaruzh-primeneniya-30-g-maz
Пантап 40 мг № 28 табл,2023-03-27,3 662,https://europharma.kz/pantap-40-mg-no-28-tabl
Ушные фитосвечи №2,2023-03-27,390,https://europharma.kz/ushnyye-fitosvechi-no2-3
Сиалис 20 мг № 1 табл,2023-03-27,8 541,https://europharma.kz/sialis-20-mg-no-1-tabl
Контролок Контрол 20 мг № 14 табл покр кишечнораст оболочкой,2023-03-27,2 085,https://europharma.kz/kontrolok-kontrol-20-mg-no-14-tabl-pokr-kishechnorast-obolochkoy
Ducray крем-концентрат Kertyol P S O картон 100 мл,2023-03-27,7 151,https://europharma.kz/ducray-krem-kontsentrat-kertyol-p-s-o-karton-100-ml
Мезим форте 1000 мг № 20 табл покр кишечнораст оболочкой,2023-03-27,1 962,https://europharma.kz/mezim-forte-1000-mg-no-20-tabl-pokr-kishechnorast-obolochkoy
"Фарестон 20 мг, №30, табл.",2023-03-27,9 753,https://europharma.kz/fareston-20-mg-no30-tabl
"Хепилор 20 мл, спрей для ротовой полости",2023-03-27,2 394,https://europharma.kz/hepilor-20-ml-sprej-dla-rotovoj-polosti
Аджисепт со вкусом меда и лимона № 24 леденцы,2023-03-27,1 043,https://europharma.kz/adzhisept-so-vkusom-meda-i-limona-no-24-ledentsy
Доксилан 100 мг № 10 табл,2023-03-27,1 687,https://europharma.kz/doksilan-100-mg-no-10-tabl
"Лакома-Т 2,5 мл капли глазные",2023-03-27,6 701,https://europharma.kz/lakoma-t-25-ml-kapli-glaznyye
Вазелиновое масло 25 гр флак,2023-03-27,197,https://europharma.kz/vazelinovoye-maslo-25-gr-flak
Пантап 40 мг № 14 табл,2023-03-27,2 814,https://europharma.kz/pantap-40-mg-no-14-tabl
Тригрим 10 мг № 30 табл.,2023-03-27,3 441,https://europharma.kz/trigrim-10-mg-no-30-tabl
Эвказолин Аква 1 мг/г 10 мл спрей назальный,2023-03-27,1 664,https://europharma.kz/evkazolin-akva-1-mgg-10-ml-sprey-nazalnyy
Релиф Ультра № 12 суппозит. ректал.,2023-03-27,4 800,https://europharma.kz/relif-ultra-no-12-suppozit-rektal
Сиалис 20 мг № 4 табл,2023-03-27,30 175,https://europharma.kz/sialis-20-mg-no-4-tabl
Карсил № 80 табл,2023-03-27,2 940,https://europharma.kz/karsil-no-80-tabl
Аджисепт классический № 24 леденцы,2023-03-27,1 044,https://europharma.kz/adzhisept-klassicheskiy-no-24-ledentsy
Кардиомагнил 75 мг № 100 табл п/плён оболоч,2023-03-27,1 348,https://europharma.kz/kardiomagnil-75-mg-no-100-tabl-pplen-oboloch-2
Капсикам д/наруж применения 50 гр мазь,2023-03-27,3 558,https://europharma.kz/kapsikam-dnaruzh-primeneniya-50-gr-maz
Линкас Лор № 16 табл.д/рассасыв-я апельсин,2023-03-27,583,https://europharma.kz/linkas-lor-no-16-tabldrassasyv-ya-apelsin
Аденурик 80 мг № 28 табл п/плён оболоч,2023-03-27,12 588,https://europharma.kz/adenurik-80-mg-no-28-tabl-pplen-oboloch
Фитолизин nefro CAPS  № 30 капс,2023-03-27,3 540,https://europharma.kz/fitolizin-nefro-caps-no-30-kaps
Сертоцеф порошок д/приготовления р-р для инъекций растворителем 100 мг №1,2023-03-27,2 348,https://europharma.kz/sertocef-porosok-dprigotovlenia-r-r-dla-inekcij-rastvoritelem-100-mg-no1
Dolphi презервативы классические № 3 шт,2023-03-27,715,https://europharma.kz/dolphi-prezervativy-klassicheskiye-no-3-sht
"Ротокан 100 мл, капли",2023-03-27,488,https://europharma.kz/rotokan-100-ml-kapli
Азилект 1 мг №30 табл,2023-03-27,14 480,https://europharma.kz/azilekt-1-mg-no30-tabl
"Комплигам В 2 мл, №5, р-р д/и",2023-03-27,2 249,https://europharma.kz/kompligam-v-2-ml-no5-r-r-di
Окутиарз 10 мл капли глазные,2023-03-27,4 640,https://europharma.kz/okutiarz-10-ml-kapli-glaznyye
Аджисепт со вкусом ананаса № 24 леденцы,2023-03-27,1 000,https://europharma.kz/adzhisept-so-vkusom-ananasa-no-24-ledentsy
Аджисепт со вкусом лимона № 24 леденцы,2023-03-27,1 043,https://europharma.kz/adzhisept-so-vkusom-limona-no-24-ledentsy
Розувастатин-Тева 10 мг № 30 табл,2023-03-27,3 241,https://europharma.kz/rozuvastatin-teva-10-mg-no-30-tabl
"Индапамид SR 1,5 мг, №30, табл.",2023-03-27,1 203,https://europharma.kz/indapamid-sr-15-mg-no30-tabl
Парацетамол-УБФ 500 мг № 10 табл,2023-03-27,73,https://europharma.kz/paratsetamol-ubf-500-mg-no-10-tabl
Кардиомагнил 150мг № 30 табл п/плён оболоч,2023-03-27,1 433,https://europharma.kz/kardiomagnil-150mg-no-30-tabl-pplen-oboloch
Милдронат 500 мг № 60 капс,2023-03-27,7 638,https://europharma.kz/mildronat-500-mg-no-60-kaps
Глицерин 25 мл флак,2023-03-27,182,https://europharma.kz/glitserin-25-ml-flak
Назоферон 100000 МЕ/мл 5 мл капли назальные,2023-03-27,3 208,https://europharma.kz/nazoferon-100000-meml-5-ml-kapli-nazalnyye
Ушные фито-воронки №2,2023-03-27,378,https://europharma.kz/ushnyye-fito-voronki-no2
"Меверин 0,2 г № 30 капс",2023-03-27,2 944,https://europharma.kz/meverin-02-g-no-30-kaps
Индометациновая 10% 40 г мазь,2023-03-27,299,https://europharma.kz/indometatsinovaya-10-40-g-maz
"Преднизолон 30 мг 1 мл, №3, амп.",2023-03-27,543,https://europharma.kz/prednizolon-30-mg-1-ml-no3-amp-2
Линефлорум № 30 жев.табл,2023-03-27,4 282,https://europharma.kz/lineflorum-no-30-zhevtabl
Моресерк 16 мг № 30 табл,2023-03-27,2 919,https://europharma.kz/moreserk-16-mg-no-30-tabl
"Текназол 100 мг, №15, капс.",2023-03-27,6 218,https://europharma.kz/teknazol-100-mg-no15-kaps
"Катионорм 10 мл, гл. капли",2023-03-27,5 732,https://europharma.kz/kationorm-10-ml-gl-kapli
Инсти для детей № 5 пакетики,2023-03-27,757,https://europharma.kz/insti-dlya-detey-no-5-paketiki
Випросал В д/наруж применения 50 г мазь,2023-03-27,3 298,https://europharma.kz/viprosal-v-dnaruzh-primeneniya-50-g-maz
"Текназол 100 мг, №4, капс.",2023-03-27,2 719,https://europharma.kz/teknazol-100-mg-no4-kaps
Гептрал 400 мг № 20 табл,2023-03-27,11 123,https://europharma.kz/geptral-400-mg-no-20-tabl
Гальвус® 50 мг № 28 табл,2023-03-27,3 781,https://europharma.kz/galvus-50-mg-no-28-tabl
Линкас Бальзам 25 гр мазь,2023-03-27,1 011,https://europharma.kz/linkas-balzam-25-gr-maz
Аджисепт со вкусом ментол+эвкалипт № 24 леденцы,2023-03-27,1 043,https://europharma.kz/adzhisept-so-vkusom-mentolevkalipt-no-24-ledentsy
Клотримазол-Тева крем 1% 30 г крем,2023-03-27,698,https://europharma.kz/klotrimazol-teva-krem-1-30-g-krem
"Риномарис Интенсив 0,6 мг/мл + 0,5 мг/мл 10 мл спрей назальный",2023-03-27,2 443,https://europharma.kz/rinomaris-intensiv-06-mgml-05-mgml-10-ml-sprey-nazalnyy
"Ушные фитосвечи №2, дет.",2023-03-27,363,https://europharma.kz/ushnyye-fitosvechi-no2-det
"Ксефокам 4 мг, №10, табл.",2023-03-27,781,https://europharma.kz/ksefokam-4-mg-no10-tabl
Мезим форте № 20 табл п/плён оболоч,2023-03-27,867,https://europharma.kz/mezim-forte-no-20-tabl-pplen-oboloch
Улкарил 5% 10 гр крем,2023-03-27,1 394,https://europharma.kz/ulkaril-5-10-gr-krem
"Синафлан 0,025% 15 г мазь",2023-03-27,365,https://europharma.kz/sinaflan-0025-15-g-maz
"Телзап плюс 80 мг/12,5 мг № 30 табл",2023-03-27,2 900,https://europharma.kz/telzap-plyus-80-mg125-mg-no-30-tabl
Маалокс 400 мг № 20 табл. жев.,2023-03-27,1 394,https://europharma.kz/maaloks-400-mg-no-20-tabl-zhev
Аджисепт со вкусом клубники № 24 леденцы,2023-03-27,1 000,https://europharma.kz/adzhisept-so-vkusom-klubniki-no-24-ledentsy
Сиофор 1000 мг № 60 табл,2023-03-27,2 753,https://europharma.kz/siofor-1000-mg-no-60-tabl
Аджисепт со вкусом вишни № 24 леденцы,2023-03-27,1 000,https://europharma.kz/adzhisept-so-vkusom-vishni-no-24-ledentsy
"Тафлотан 15 мкг/мл 2,5 мл  флак-капельница",2023-03-27,4 271,https://europharma.kz/taflotan-15-mkgml-25-ml-flak-kapelnitsa
"Ихтиоловая 10% 25 гр, мазь",2023-03-27,292,https://europharma.kz/ihtiolovaa-10-25-gr-maz
Ибуфен Д форте 200мг/5мл 100мл суспензия для приема внутрь,2023-03-27,1 906,https://europharma.kz/ibufen-d-forte-200mg5ml-100ml-suspenziya-dlya-priyema-vnutr
"Телзап плюс 40 мг/12,5 мг № 30 табл",2023-03-27,3 330,https://europharma.kz/telzap-plyus-40-mg125-mg-no-30-tabl
"Вобилон 80 мг, №30, капс.",2023-03-27,4 257,https://europharma.kz/vobilon-80-mg-no30-kaps
Небидо р-р 250 мг/4 мл № 1 фл,2023-03-27,41 816,https://europharma.kz/nebido-r-r-250-mg4-ml-no-1-fl
Флунол 50 мг № 7 капс,2023-03-27,3 544,https://europharma.kz/flunol-50-mg-no-7-kaps
"Фраксипарин 0,4 мг № 10 раствор в шприцах",2023-03-27,21 847,https://europharma.kz/fraksiparin-04-mg-no-10-rastvor-v-shpritsakh
Актовегин 200 мг № 50 табл покрытые оболочкой,2023-03-27,10 195,https://europharma.kz/aktovegin-200-mg-no-50-tabl-pokrytyye-obolochkoy
Бетасалик-КМП д/наруж применения 15 г мазь,2023-03-27,1 778,https://europharma.kz/betasalik-kmp-dnaruzh-primeneniya-15-g-maz
Аджисепт со вкусом меда № 24 леденцы,2023-03-27,1 000,https://europharma.kz/adzhisept-so-vkusom-meda-no-24-ledentsy
Лекролин 4% 5 мл капли глазные,2023-03-27,1 919,https://europharma.kz/lekrolin-4-5-ml-kapli-glaznyye
Пирантел 250 мг № 3 табл.,2023-03-27,808,https://europharma.kz/pirantel-250-mg-no-3-tabl
Йод 5%  20 мл раствор спиртовой,2023-03-27,351,https://europharma.kz/yod-5-20-ml-rastvor-spirtovoy
Бензилбензоат Гриндекс  д/наруж применения 200 мг/г  30 г мазь,2023-03-27,2 073,https://europharma.kz/benzilbenzoat-grindeks-dnaruzh-primeneniya-200-mgg-30-g-maz
"Ушные фитосвечи №4, взр.",2023-03-27,717,https://europharma.kz/usnye-fitosveci-no4-vzr
Розувастатин-Тева 20 мг № 30 табл,2023-03-27,4 756,https://europharma.kz/rozuvastatin-teva-20-mg-no-30-tabl
Этодин Форт 400 мг № 7 табл,2023-03-27,1 207,https://europharma.kz/etodin-fort-400-mg-no-7-tabl
Инсти-чай б/сахара травянной № 5 пакетики,2023-03-27,704,https://europharma.kz/insti-chay-bsakhara-travyannoy-no-5-paketiki
"Лизиноприл 5 мг, №30, табл.",2023-03-27,606,https://europharma.kz/lizinopril-5-mg-no30-tabl
"Левозин 250 мг, №5, табл.",2023-03-27,1 615,https://europharma.kz/levozin-250-mg-no5-tabl
Климаксан 10 гр гранулы,2023-03-27,938,https://europharma.kz/klimaksan-10-gr-granuly
"Тиоцетам №60, табл.",2023-03-27,4 677,https://europharma.kz/tiocetam-no60-tabl
САНАКОР НЕФРО №30 капсулы,2023-03-27,2 824,https://europharma.kz/sanakor-nefro-no30-kapsuly
Риварокс 20 мг № 30 табл,2023-03-27,19 342,https://europharma.kz/rivaroks-20-mg-no-30-tabl
"Риномарис 0,05% 15 мл спрей назальный",2023-03-27,2 470,https://europharma.kz/rinomaris-005-15-ml-sprey-nazalnyy
Офтаквикс 5 мг/мл  5 мл гл. капли,2023-03-27,3 861,https://europharma.kz/oftakviks-5-mgml-5-ml-gl-kapli
"Ванатекс 160 мг, №28, табл.",2023-03-27,4 360,https://europharma.kz/vanateks-160-mg-no28-tabl
Стрептоцидовая 10% 25 гр мазь,2023-03-27,339,https://europharma.kz/streptotsidovaya-10-25-gr-maz
"Терфалин 250 мг, №14, табл.",2023-03-27,5 632,https://europharma.kz/terfalin-250-mg-no14-tabl
Милдронат 250 мг № 40 капс,2023-03-27,4 626,https://europharma.kz/mildronat-250-mg-no-40-kaps
"Гидрокортизон 1%, 10 гр, мазь",2023-03-27,396,https://europharma.kz/gidrokortizon-1-10-gr-maz
"Риномарис 0,1% 15 мл спрей назальный",2023-03-27,2 503,https://europharma.kz/rinomaris-01-15-ml-sprey-nazalnyy
Актовегин раствор д/инъекций 40 мг/мл 5 мл № 5 амп,2023-03-27,4 117,https://europharma.kz/aktovegin-rastvor-dinyektsiy-40-mgml-5-ml-no-5-amp
Аджисепт со вкусом банана № 24 леденцы,2023-03-27,1 043,https://europharma.kz/adzhisept-so-vkusom-banana-no-24-ledentsy
Троксевазин 300 мг № 50 капс,2023-03-27,5 646,https://europharma.kz/troksevazin-300-mg-no-50-kaps
Максигра 100 мг № 1 табл покрытые оболочкой,2023-03-27,2 439,https://europharma.kz/maksigra-100-mg-no-1-tabl-pokrytyye-obolochkoy
"Ретиналамин 5 мг, №10, (для леч.заб.глаз)",2023-03-27,32 082,https://europharma.kz/retinalamin-5-mg-no10-dla-leczabglaz
Фезам № 60 капс,2023-03-27,3 117,https://europharma.kz/fezam-no-60-kaps
Ксефокам 8 мг № 10 табл п/плён оболоч,2023-03-27,1 396,https://europharma.kz/ksefokam-8-mg-no-10-tabl-pplen-oboloch
Аджисепт со вкусом малины № 24 леденцы,2023-03-27,1 043,https://europharma.kz/adzhisept-so-vkusom-maliny-no-24-ledentsy
Повидон-йод 10% д/наруж применения 30 мл раствор,2023-03-27,309,https://europharma.kz/povidon-yod-10-dnaruzh-primeneniya-30-ml-rastvor
Максигра 100 мг № 4 табл покрытые оболочкой,2023-03-27,7 060,https://europharma.kz/maksigra-100-mg-no-4-tabl-pokrytyye-obolochkoy
Телзап плюс 80 мг/25 мг № 30 табл,2023-03-27,4 115,https://europharma.kz/telzap-plyus-80-mg25-mg-no-30-tabl
Камфорное 10% 50 мл масло,2023-03-27,409,https://europharma.kz/kamfornoye-10-50-ml-maslo
"Эфизол №20, табл.",2023-03-27,1 471,https://europharma.kz/efizol-no20-tabl
"Нолипрел Аргинин 2,5 мг/0,625 мг № 30 табл п/плён оболоч",2023-03-27,5 006,https://europharma.kz/noliprel-arginin-25-mg0625-mg-no-30-tabl-pplen-oboloch-2
Кагоцел 12 мг № 20 табл,2023-03-27,5 144,https://europharma.kz/kagotsel-12-mg-no-20-tabl
"Дусконал ретард 200 мг №30,капс",2023-03-27,3 941,https://europharma.kz/duskonal-retard-200-mg-no30kaps
"Росустар 10 мг №30,табл",2023-03-27,3 866,https://europharma.kz/rosustar-10-mg-no30tabl
"Лефно 20 мг, №30, табл.",2023-03-27,9 607,https://europharma.kz/lefno-20-mg-no30-tabl
Короним 5 мг № 20 табл,2023-03-27,1 857,https://europharma.kz/koronim-5-mg-no-20-tabl
"Нейромидин 1,5 % 1 мл № 10 амп",2023-03-27,10 916,https://europharma.kz/neyromidin-15-1-ml-no-10-amp
Суперчистотел 1 мл,2023-03-27,251,https://europharma.kz/superchistotel-1-ml
"Траволайф  мед, мята, лимон № 250 пастилки",2023-03-27,5 533,https://europharma.kz/travolayf-med-myata-limon-no-250-pastilki
Офтан Катахром 10 мл капли глазные,2023-03-27,2 020,https://europharma.kz/oftan-katakhrom-10-ml-kapli-glaznyye
Левомицетина натрия сукцинат-КМП 1 гр № 1 порошок для приготовления раствора для инъекций,2023-03-27,574,https://europharma.kz/levomitsetina-natriya-suktsinat-kmp-1-gr-no-1-poroshok-dlya-prigotovleniya-rastvora-dlya-inyektsiy
"Броксинак 0,09% 1,7 мл капли глазные",2023-03-27,4 764,https://europharma.kz/broksinak-009-17-ml-kapli-glaznyye
Анаферон детский № 20 табл,2023-03-27,2 043,https://europharma.kz/anaferon-detskiy-no-20-tabl
Эриус 5 мг № 10 табл покрытые оболочкой,2023-03-27,5 277,https://europharma.kz/erius-5-mg-no-10-tabl-pokrytyye-obolochkoy
Смекта 3 гр № 10 порошок,2023-03-27,1 724,https://europharma.kz/smekta-3-gr-no-10-poroshok
Беневрон Б раствор д/инъекций 3 мл № 5 амп,2023-03-27,4 225,https://europharma.kz/benevron-b-rastvor-dinyektsiy-3-ml-no-5-amp
"Ванатекс Комби 160 мг/12,5 мг, №28, табл.",2023-03-27,4 794,https://europharma.kz/vanateks-kombi-160-mg125-mg-no28-tabl
"Левозин 750 мг, №5, табл.",2023-03-27,2 290,https://europharma.kz/levozin-750-mg-no5-tabl
Седавит № 20 табл,2023-03-27,2 009,https://europharma.kz/sedavit-no-20-tabl
Успокой № 20 табл,2023-03-27,733,https://europharma.kz/uspokoy-no-20-tabl
Кетонал актив 50 мг № 30 гранулы,2023-03-27,3 448,https://europharma.kz/ketonal-aktiv-50-mg-no-30-granuly
Витазим № 30 табл.,2023-03-27,3 457,https://europharma.kz/vitazim-no-30-tabl
"Касторовое масло 30 мл, фл.",2023-03-27,352,https://europharma.kz/kastorovoye-maslo-30-ml-fl
Карнилев 100 мг/мл 10 мл № 10 раствор оральный,2023-03-27,5 346,https://europharma.kz/karnilev-100-mgml-10-ml-no-10-rastvor-oralnyy
Афлубин 20 мл капли,2023-03-27,2 076,https://europharma.kz/aflubin-20-ml-kapli
Климаксан № 20 табл,2023-03-27,862,https://europharma.kz/klimaksan-no-20-tabl
Левозин 500 мг № 5 табл п/плён оболоч,2023-03-27,4 768,https://europharma.kz/levozin-500-mg-no-5-tabl-pplen-oboloch
Риварокс 15 мг № 30 табл,2023-03-27,23 464,https://europharma.kz/rivaroks-15-mg-no-30-tabl
"Симбикорт Турбухалер 80/4,5 мкг/доза 60 доз порошок для ингаляций дозированный",2023-03-27,10 634,https://europharma.kz/simbikort-turbukhaler-8045-mkgdoza-60-doz-poroshok-dlya-ingalyatsiy-dozirovannyy
БиоЗим №30 капс,2023-03-27,5 398,https://europharma.kz/biozim-no30-kaps
"Энтеросгель 225 гр, паста",2023-03-27,5 760,https://europharma.kz/enterosgel-225-gr-pasta
"Телсартан Н 80 мг/12,5 мг №28 табл",2023-03-27,2 874,https://europharma.kz/telsartan-n-80-mg125-mg-no28-tabl
"Карлон 10 мг, №20, табл.",2023-03-27,750,https://europharma.kz/karlon-10-mg-no20-tabl
Люголя с глицерином 25 мл раствор,2023-03-27,319,https://europharma.kz/lyugolya-s-glitserinom-25-ml-rastvor
Максигра 50 мг № 1 табл покрытые оболочкой,2023-03-27,1 942,https://europharma.kz/maksigra-50-mg-no-1-tabl-pokrytyye-obolochkoy
"Диофлан 500 мг, №30, табл.",2023-03-27,3 456,https://europharma.kz/dioflan-500-mg-no30-tabl
"Фарингомед № 20, табл. д/расс.",2023-03-27,805,https://europharma.kz/faringomed-no-20-tabl-drass
Глюкофаж XR 1000 мг № 60 табл п/д  п/плён оболоч,2023-03-27,6 814,https://europharma.kz/glyukofazh-xr-1000-mg-no-60-tabl-pd-pplen-oboloch
Драстоп Адванс № 30 табл,2023-03-27,9 871,https://europharma.kz/drastop-advans-no-30-tabl
Гальвусмет 50 мг/1000 мг № 60 табл п/плён оболоч,2023-03-27,12 839,https://europharma.kz/galvusmet-50-mg1000-mg-no-60-tabl-pplen-oboloch
Ангал № 24 пастилки,2023-03-27,2 767,https://europharma.kz/angal-no-24-pastilki
"Офтан Тимолол 0,5% 5 мл капли глазные",2023-03-27,1 009,https://europharma.kz/oftan-timolol-05-5-ml-kapli-glaznyye
Максигра 50 мг № 4 табл покрытые оболочкой,2023-03-27,5 296,https://europharma.kz/maksigra-50-mg-no-4-tabl-pokrytyye-obolochkoy
"Левомицетина раствор спиртовой 1%, 10 мл",2023-03-27,106,https://europharma.kz/levomicetina-rastvor-spirtovoj-1-10-ml
"Карлон 5 мг, №20, табл.",2023-03-27,462,https://europharma.kz/karlon-5-mg-no20-tabl
Гепавитале № 30 капс,2023-03-27,3 352,https://europharma.kz/gepavitale-no-30-kaps
Тенотен детский № 40 табл,2023-03-27,2 131,https://europharma.kz/tenoten-detskiy-no-40-tabl
Ингавирин 90 мг № 7 капс,2023-03-27,6 525,https://europharma.kz/ingavirin-90-mg-no-7-kaps
Цефазолин-АКОС 1 гр № 1 порошок для приготовления раствора для инъекций,2023-03-27,197,https://europharma.kz/tsefazolin-akos-1-gr-no-1-poroshok-dlya-prigotovleniya-rastvora-dlya-inyektsiy
Гайномакс № 7 вагин. суппозитории,2023-03-27,4 212,https://europharma.kz/gaynomaks-no-7-vagin-suppozitorii
"Офтагель 0,25 % 10 гр гл. гель",2023-03-27,1 753,https://europharma.kz/oftagel-025-10-gr-gl-gel
Короним 10 мг № 20 табл,2023-03-27,2 415,https://europharma.kz/koronim-10-mg-no-20-tabl
Пантокальцин® 250 мг № 50 табл,2023-03-27,4 642,https://europharma.kz/pantokaltsin-250-mg-no-50-tabl
Борный спирт 3% 20 мл флак,2023-03-27,108,https://europharma.kz/bornyy-spirt-3-20-ml-flak
Уролесан № 40 капс,2023-03-27,3 304,https://europharma.kz/urolesan-no-40-kaps
Витикс № 30 табл.,2023-03-27,9 172,https://europharma.kz/vitiks-no-30-tabl
Анаферон взрослый № 20 табл,2023-03-27,1 994,https://europharma.kz/anaferon-vzroslyy-no-20-tabl
"Пролатан 0,005% 2,5 мл капли глазные",2023-03-27,4 156,https://europharma.kz/prolatan-0005-25-ml-kapli-glaznyye
Солодкого корня 100 мл сироп,2023-03-27,417,https://europharma.kz/solodkogo-kornya-100-ml-sirop
Кагоцел 12 мг № 10 табл,2023-03-27,2 899,https://europharma.kz/kagotsel-12-mg-no-10-tabl
Немозол 100 мг/ 5 мл  20 мл суспензия для приема внутрь,2023-03-27,1 618,https://europharma.kz/nemozol-100-mg-5-ml-20-ml-suspenziya-dlya-priyema-vnutr
"Полвастерол 10 мг, №30, табл.",2023-03-27,2 446,https://europharma.kz/polvasterol-10-mg-no30-tabl
Актовегин раствор д/инъекций 40 мг/мл 10 мл № 5 амп,2023-03-27,7 647,https://europharma.kz/aktovegin-rastvor-dinyektsiy-40-mgml-10-ml-no-5-amp
"Ванатекс 80 мг, №28, табл.",2023-03-27,2 731,https://europharma.kz/vanateks-80-mg-no28-tabl
Амоксиклав QТ 1000 мг № 14 табл.диспергируемых,2023-03-27,5 449,https://europharma.kz/amoksiklav-qt-1000-mg-no-14-tabldispergiruyemykh
Салициловый 1%  40 мл раствор спиртовой,2023-03-27,158,https://europharma.kz/salitsilovyy-1-40-ml-rastvor-spirtovoy
"Фенкарол 10 мг, №20, табл.",2023-03-27,1 664,https://europharma.kz/fenkarol-10-mg-no20-tabl
Корвалтаб Экстра для приема внутрь № 20 табл.,2023-03-27,825,https://europharma.kz/korvaltab-ekstra-dlya-priyema-vnutr-no-20-tabl
Импаза № 20 табл,2023-03-27,4 668,https://europharma.kz/impaza-no-20-tabl
"Синегра 25 мг, №4, табл.",2023-03-27,3 113,https://europharma.kz/sinegra-25-mg-no4-tabl
"Натрия хлорид 0,9% 250 мл флак",2023-03-27,161,https://europharma.kz/natriya-khlorid-09-250-ml-flak
"Эслотин 5 мг №10,табл",2023-03-27,2 881,https://europharma.kz/eslotin-5-mg-no10tabl
Афлубин 50 мл капли,2023-03-27,3 781,https://europharma.kz/aflubin-50-ml-kapli
Панавир 200 мг № 5 ректальные свечи,2023-03-27,13 824,https://europharma.kz/panavir-200-mg-no-5-vagin-suppozitorii
Клабел 500 мг № 14 табл п/плён оболоч,2023-03-27,5 139,https://europharma.kz/klabel-500-mg-no-14-tabl-pplen-oboloch
Метипред 4 мг № 30 табл,2023-03-27,2 535,https://europharma.kz/metipred-4-mg-no-30-tabl
Кетонал ДУО 150мг № 20 капс,2023-03-27,2 664,https://europharma.kz/ketonal-duo-150mg-no-20-kaps
